source1_id,true_candidate_id,candidate_source,country,source1_name,true_candidate_name,source1_address,true_candidate_address,source1_core_name,candidate_core_name,pass_name_prefix_4,pass_name_prefix_6,pass_name_tokens,pass_name_sorted,pass_name_compressed,pass_address_key,common_keys,failure_category,failure_reason
S1-302588323,S2-211136636,source2,US,Keystone Nutrition Group,Belobrixmira,"3742 Pete Dye Boulevard, Westfield, IN","PETE DYE BOULEVARD, WESTFIELD, IN",keystone nutrition group,belobrixmira,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'westfield', 'dye', 'pete', 'blvd'}, but names share 0 tokens"
S1-60019158,S3-283737882,source3,US,Laborers Local 341,Evoveraevo F/K/A Laborers Local 341,"5260 Kennedy Road, Clover, SC","5260 Kennedy Road, Clover, SC",laborers local 341,evoveraevo f k a laborers local 341,False,False,True,False,False,True,US|TOK|laborers;US|TOK|local;US|ADDR|5260_kennedy,Truncated by max_candidates_per_query,"Shared key survived (['US|TOK|laborers', 'US|ADDR|5260_kennedy']), but candidate rank exceeded top-200"
S1-131372291,S2-780749101,source2,India,Innovative Hospitality Private Limited,इनोवेटिव हॉस्पिटैलिटी प्राइवेट लिमिटेड,"Polar House, Behind Old Policestation, S V Road Malad West, Mumbai, Maharashtra","POLAR HOUSE, BEHIND OLD POLICESTATION, S V ROAD MALAD WEST, MUMBAI, महाराष्ट्र",innovative hospitality,इन व ट व ह सप ट ल ट पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-69554239,S2-760742667,source2,India,Technologies Marigold Solutions Pvt. Ltd.,-- Technologies Maormigold Solutions Pvt.  Ltd.,"Room No.6, Ii Floor, Jk Centre, 50-81-25 50-81-25, Seethammapeta, Visakhaptnam, Andhra Pradesh","ROOM NO.6, SEETHAMMAPETA, VISAKHAPTNAM, Andhra Pradesh",technologies marigold solutions,technologies maormigold solutions,True,True,False,False,False,False,India|NP6|techno;India|NP4|tech,Key pruned (Block size > 500),"All shared keys (['India|NP6|techno', 'India|NP4|tech']) exceeded max_block_size"
S1-366921483,S3-454215634,source3,US,Select Semiconductor Union PLLC,Select Semiconductor Union P.L.L.C.,"182 Lincoln Street, Unit Apartment 4, Saco, ME","Lincoln Saint, # Apartment 4, Saco, Maine",select semiconductor union pllc,select semiconductor union p,True,True,True,False,False,False,US|TOK|semiconductor;US|TOK|union;US|TOK|select;US|NP4|sele;US|NP6|select,Key pruned (Block size > 500),"All shared keys (['US|TOK|semiconductor', 'US|TOK|union', 'US|TOK|select', 'US|NP4|sele', 'US|NP6|select']) exceeded max_block_size"
S1-831090227,S2-297054511,source2,India,Urban International Private Limited,அர்பன் இன்டர்நேஷனல் பிரைவேட் லிமிடெட்,"No 63/A Nethaji Road Pudur Ilaiyangudi Taluk Sivagangai Sivaganga Tn In, Sivaganga, Tamil Nadu","1 NETHAJI ROAD PUDUR ILAIYANGUDI TALUK SIVAGANGAI SIVAGANGA TN IN, SOUTHERN REGION MADURAI, SIVAGANGA, Tamil Nadu",urban international,அரபன இனடரந ஷனல ப ர வ ட ல ம ட ட,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-409817554,S2-606160947,source2,India,Super Producer Pvt Ltd,సూపర్ ప్రొడ్యూసర్ ప్రైవేట్ లిమిటెడ్,"Flat No.401, New Life Building, Opp: T.B .Hospital Sanjeeva Reddy Nagar, Hyderabad, Telangana","NO D/401, NEW LIFE BUILDING, OPP: T.B .HOSPITAL SANJEEVA REDDY NAGAR, HYDERABAD CITY REGION, HYDERABAD, Telangana",super producer,స పర పర డయ సర పర వ ట ల మ ట డ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-760850538,S2-82868449,source2,US,Unified Logistics Union Co,Unified Logistics Unon Co,"658 Boulevard, Dover, OH","BOULEVARD, DOVER, OH",unified logistics union,unified logistics unon,True,True,True,False,False,False,US|TOK|unified;US|NP4|unif;US|NP6|unifie,Key pruned (Block size > 500),"All shared keys (['US|TOK|unified', 'US|NP4|unif', 'US|NP6|unifie']) exceeded max_block_size"
S1-865509540,S3-839768578,source3,US,Murray & Lunsford Systems Inc,Zetavantage formerly known as Murray & Lunsford Systems Inc,"NY, Brookhaven, 24 Saint George Drive","24 Saint George Drive, Brookhaven, NY",murray and lunsford systems,known as murray and lunsford systems,False,False,True,False,False,True,US|TOK|murray;US|ADDR|24_george;US|TOK|lunsford,Truncated by max_candidates_per_query,"Shared key survived (['US|TOK|murray', 'US|ADDR|24_george', 'US|TOK|lunsford']), but candidate rank exceeded top-200"
S1-526485332,S2-230606353,source2,India,Star Ventures Limited,స్టార్ వెంచర్స్ లిమిటెడ్,"135, Prestige Royal Woods, Kismatpur, Rajendranagar, Hyderabad, Telangana","RAJENDRANAGAR, తెలంగాణ, 135",star ventures,సట ర వ చరస ల మ ట డ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-852030997,S2-359549629,source2,US,Highland Project Clinic,Highland  Project,"NY, 5487 Stone Road, Lockport",,highland project clinic,highland project,True,True,True,False,False,False,US|TOK|project;US|TOK|highland;US|NP4|high;US|NP6|highla,Key pruned (Block size > 500),"All shared keys (['US|TOK|project', 'US|TOK|highland', 'US|NP4|high', 'US|NP6|highla']) exceeded max_block_size"
S1-292935703,S3-942647343,source3,US,Cozy Grill,Cozy Gle,"617 Fourth Street, Watseka, IL","617 4th Street, Watseka, Illinois",cozy grill,cozy gle,True,False,True,False,False,False,US|TOK|cozy;US|NP4|cozy,Key pruned (Block size > 500),"All shared keys (['US|TOK|cozy', 'US|NP4|cozy']) exceeded max_block_size"
S1-966140752,S3-693841226,source3,India,Jai Projects Limited,Veoquolum f/k/a Jai Projects Limited,"1St Floor Rajeev Nagar, 29Th Ward, Bellary, Hospet, D No. 1031, Karnataka","D No. 1031, 1St Floor Rajeev Nagar, 29Th Ward, Hospet, Bellary, Karnataka",jai projects,veoquolum f k a jai projects,False,False,True,False,False,False,India|TOK|projects,Key pruned (Block size > 500),All shared keys (['India|TOK|projects']) exceeded max_block_size
S1-115205290,S2-963259344,source2,India,Hill & Co Corp,Shri Hcill + Co (Corp),"Mig Flats No-156, Top Floor, Sector-17 Phase-Ii, Pkt-A, Dwarka, New Delhi, Delhi","MIG FLATS NO-156, DWARKA, NEW DELHI, Delhi",hill and,shri hcill,False,False,False,False,False,True,India|UNIT|no156,Truncated by max_candidates_per_query,"Shared key survived (['India|UNIT|no156']), but candidate rank exceeded top-200"
S1-894049089,S2-972003483,source2,India,Swastik Marketing,स्वस्तिक मार्केटिंग,"1301, 13Th Floor, Peninsula Business Park, Tower B, Senapatibapat Marg, Lower Parel, (West), Mumbai, Mumbai City, Maharashtra","1301/8, 13TH FLOOR, PENINSULA BUSINESS PARK, TOWER B, SENAPATIBAPAT MARG, LOWER PAREL, (WEST), NALA SOPARA DIST THANE, MUMBAI CITY, महाराष्ट्र",swastik marketing,सवसत क म रक ट ग,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-297991452,S2-94455164,source2,India,Sky Infotech Limited,ஸ்கை இன்ஃபோடெக் லிமிடெட்,"3, First Street, Kurinji Nagar, Tambaram, Kanchipuram, Tamil Nadu","NO. 265. 3, TAMBARAM, KANCHIPURAM, Tamil Nadu",sky infotech,ஸக இனஃப ட க ல ம ட ட,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-523975207,S2-417175434,source2,US,VL Sprott,VL-Ssriomt,"AL, Unit 3rd Phone, Dora, 125 Mountain View Lane","125 MOUNTAIN VIEW LANE, DORA, AL",vl sprott,vl ssriomt,False,False,False,False,False,False,,Prefix-3 match (Typo after 3 chars),Names share first 3 chars ('vls') but diverge at char 4
S1-378748289,S3-603856090,source3,India,New Impex Private Limited,நியூ இம்பெக்ஸ் பிரைவேட் லிமிடெட்,"Vrb Agencies House, 891-C, First Floor, Vardhman Complex, Raja Street, Coimbatore, Tamil Nadu","Vrb Agencis House, Coimbatore, TN",new impex,ந ய இமப கஸ ப ர வ ட ல ம ட ட,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-744710348,S3-626536979,source3,India,United Consulting Private Limited,United Consnulsgog Private  Limited,"C 411 E, 1St Floor, Sushant Lok, Phase-1, Dlf Qe, Gurgaon, Haryana","C 411/4 E, Dlf Qe, Gurgaon, HR",united consulting,united consnulsgog,True,True,True,False,False,False,India|NP4|unit;India|TOK|united;India|NP6|united,Key pruned (Block size > 500),"All shared keys (['India|NP4|unit', 'India|TOK|united', 'India|NP6|united']) exceeded max_block_size"
S1-788339543,S2-222052419,source2,India,Lakshmi Estate Limited,लक्ष्मी एस्टेट लिमिटेड,"Plot No. 5628, The Orchid Crescent Dlf Phase - 4, Gurgaon, Haryana","#628, THE ORCHID CRESCENT DLF PHASE - 4, GURGAON, GURUGRAM, Haryana",lakshmi estate,लकषम एसट ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-635744935,S2-217310911,source2,US,Best Premier Preferred Inc,Inc Best Pnieemr Preferred,"3719 Bay Drive, Unit APARTMENT 1, Middle River, MD","371 BAY DR, MIDDLE RIVER, MD",best premier preferred,best pnieemr preferred,True,False,True,False,False,False,US|TOK|best;US|TOK|preferred;US|NP4|best,Key pruned (Block size > 500),"All shared keys (['US|TOK|best', 'US|TOK|preferred', 'US|NP4|best']) exceeded max_block_size"
S1-463257976,S3-896493681,source3,India,Shiv City Consultants Pvt Ltd,શિવ સિટી કન્સલ્ટન્ટ્સ પ્રા. લિ.,"At.Po.Tankaria, Ta Di. Bharuch, Bharuch, Gujarat","Plot 119 At.po.tankaria, Ta Di. Bharuch, Bharuch, GJ",shiv city consultants,શ વ સ ટ કનસલટનટસ પર લ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-36574948,S2-205881758,source2,India,Harinarayan & Co,Dr Harinbrayaan & Co,"Khadi & Village Industries Commission, Dr. B.R. Ambedkar Irtm, Trimbak, Nasik, Nashik, Maharashtra","KHADI & VILLAGE INDUSTRIES COMMISSION, DR. B.R. AMBEDKAR IRTM, TRIMBAK, NASIK, NASHIK, Maharashtra",harinarayan and,dr harinbrayaan and,False,False,False,False,False,False,,Severe name & address variation,Both name and address have extensive structural differences
S1-479770995,S2-758112627,source2,US,Internal Medicine Clinic,Internal Medicine,"2878 Aurora Drive, Fl 1, Hillsboro, OR","AURORA DRIVE, HILLSBORO, OR",internal medicine clinic,internal medicine,True,True,True,False,False,False,US|TOK|medicine;US|NP6|intern;US|TOK|internal;US|NP4|inte,Key pruned (Block size > 500),"All shared keys (['US|TOK|medicine', 'US|NP6|intern', 'US|TOK|internal', 'US|NP4|inte']) exceeded max_block_size"
S1-22787740,S2-919846730,source2,India,Shiv Consultancy Limited,शिव कंसल्टेंसी लिमिटेड,"S. No. 116/4, Wallstreet, 3Rd Floor, Office No. 308, Pune City, Pune, Maharashtra","S. NO. 16/4, WALLSTREET, 3RD FLOOR, OFFICE NO. 308, PUNE CITY, PUNE, Maharashtra",shiv consultancy,श व क सलट स ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-458432225,S2-96985972,source2,US,Cornerstone Advanced Tavia Inc.,Cornerstone Advanced Inc. Partners,"1415 3rd Street, Lanham, MD","1415 THIRD ST, LANHAM, MD",cornerstone advanced tavia,cornerstone advanced inc partners,True,True,True,False,False,False,US|NP4|corn;US|NP6|corner;US|TOK|advanced;US|TOK|cornerstone,Key pruned (Block size > 500),"All shared keys (['US|NP4|corn', 'US|NP6|corner', 'US|TOK|advanced', 'US|TOK|cornerstone']) exceeded max_block_size"
S1-899650223,S2-888740161,source2,India,Aditya Consultancy Limited,आदित्य कंसल्टेंसी लिमिटेड,"Abhay Steel House, Baroda Street, Mumbai, Masjid Bunder (East), Office No. 504, Maharashtra","OFFICE NO. 504, ABHAY STEEL HOUSE, BARODA STREET, MUMBAI, MASJID BUNDER (EAST), Maharashtra",aditya consultancy,आद तय क सलट स ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-329276806,S2-503933218,source2,India,Jain Constructions Private Limited,জৈন কনস্ট্রাকশনস প্রাইভেট লিমিটেড,"Vill- Bibirait, P.O.- B. Narayanpur, Police Station- Bhangore, 24 Parganas So, Uth, Kolkata, Parganas South, West Bengal","VILL- BIBIRAIT, PARGANAS SOUTH, West Bengal",jain constructions,জ ন কনসটর কশনস পর ইভ ট ল ম ট ড,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-885885129,S2-374264366,source2,US,Empire Program,Empire Parogram,"7307 89th Street, Owasso, OK","7307 89ND STREET, OK, OWASSO",empire program,empire parogram,True,True,True,False,False,False,US|NP6|empire;US|TOK|empire;US|NP4|empi,Key pruned (Block size > 500),"All shared keys (['US|NP6|empire', 'US|TOK|empire', 'US|NP4|empi']) exceeded max_block_size"
S1-880643397,S3-34957973,source3,India,Digital Foundation Private Limited,Digital  Foundation Pirvaet Limited #26626,"Alex Kuruvila, 15/547, Peringattu House Thellakom P O., Nr Sh Convent, Kottayam, Kerala",,digital foundation,digital foundation pirvaet ltd 26626,True,True,True,False,False,False,India|NP6|digita;India|NP4|digi;India|TOK|foundation;India|TOK|digital,Key pruned (Block size > 500),"All shared keys (['India|NP6|digita', 'India|NP4|digi', 'India|TOK|foundation', 'India|TOK|digital']) exceeded max_block_size"
S1-626801323,S3-451833741,source3,India,Reliable Agrotech Private Limited,Keloyumasyn,"Ga-136 1476 Raj Danga, East Main Road, Kolkata, Kolkata, Howrah, West Bengal","No 796 Ga-136 1476 Raj Danga, Howrah, Kolkata, WB",reliable agrotech,keloyumasyn,False,False,False,False,False,True,India|UNIT|ga136,Truncated by max_candidates_per_query,"Shared key survived (['India|UNIT|ga136']), but candidate rank exceeded top-200"
S1-846163628,S2-688500914,source2,US,Aili Zhang Signature Concord,signatureailizhang.com,"2602 M Street, Belleville, KS","2602 M ST, KS, BELLEVILLE",aili zhang signature concord,signatureailizhang,False,False,False,False,False,True,US|ADDR|2602_belleville,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|2602_belleville']), but candidate rank exceeded top-200"
S1-434518777,S2-984400939,source2,US,Oncology Choice Health PLLC,Oncology Choice Health [P.L.L.C.],"1245 6th Avenue, City Of Wausau, WI","1245 6ND AVE, PMB 7980, CITY OF WAUSAU, WI",oncology choice health pllc,oncology choice health p,True,True,True,False,False,False,US|TOK|oncology;US|NP6|oncolo;US|TOK|choice;US|NP4|onco;US|TOK|health,Key pruned (Block size > 500),"All shared keys (['US|TOK|oncology', 'US|NP6|oncolo', 'US|TOK|choice', 'US|NP4|onco', 'US|TOK|health']) exceeded max_block_size"
S1-777597828,S3-413669121,source3,US,Uptown Pub,Solkeloquo,"6114 10th Avenue, Spokane Valley, WA","6114 Tenth Ave, Spokane Valley, Washington",uptown pub,solkeloquo,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'6114', 'spokane', 'valley'}, but names share 0 tokens"
S1-959272732,S3-907590313,source3,India,Raj Exports Private Limited,రాజ్ ఎక్స్‌పోర్ట్స్ ప్రైవేట్ లిమిటెడ్,"101, Green House Building, Beside Aditya Tradecenter, Ameerpet, Hyderabad, Telangana","10, Ameerpet, TG",raj exports,ర జ ఎకస ప రటస పర వ ట ల మ ట డ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-171004818,S3-781921669,source3,US,Gen LLC,Gen LLC,"334 Downard Court, Wilmington, OH","334-C Downard Court, Wilmington, Ohio",gen,gen,False,False,False,False,False,False,,Short business name,Short name (<4 chars) produced no prefix/token matches
S1-999617853,S3-592310914,source3,India,Pioneer Bright Products Private Limited,पायोनियर ब्राइट Products प्राइवेट लिमिटेड,"28-B Sde Sector 15A, Noida, Gautam Buddha Nagar, Uttar Pradesh","7-28-B Sde Sector 15A, Gautam Buddha Nagar, Noida, UP",pioneer bright products,प य न यर बर इट products पर इव ट ल म ट ड,False,False,False,False,False,True,India|UNIT|15a,Truncated by max_candidates_per_query,"Shared key survived (['India|UNIT|15a']), but candidate rank exceeded top-200"
S1-840961764,S2-326313763,source2,US,Behavioral Health Clinic Inc.,healthclinicbehavioral.com,"UT, Highland, 5534 10480","10480, HIGHLAND, UT",behavioral health clinic,healthclinicbehavioral,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'10480', 'ut', 'highland'}, but names share 0 tokens"
S1-656907129,S3-866035631,source3,India,Hotel Products Private Limited,ಹೋಟೆಲ್ ಪ್ರೊಡಕ್ಟ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,"No. 01, Shop No. 4, 1St Floor, Near R K Plaza, Ramaiah Layout, Dodda Banaswadi, Bangalore North, Bangalore, Karnataka","No. ##01, Bangalore North, Bangalore, KA",hotel products,ಹ ಟ ಲ ಪರ ಡಕಟಸ ಪರ ವ ಟ ಲ ಮ ಟ ಡ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-893695207,S2-721917107,source2,US,Oncology Atlantic Health Inc,Oncology Health-Inc Center,"5925 University Drive, Unit 111, Mesa Falcon Field, AZ",,oncology atlantic health,oncology health inc center,True,True,True,False,False,False,US|TOK|oncology;US|NP4|onco;US|NP6|oncolo;US|TOK|health,Key pruned (Block size > 500),"All shared keys (['US|TOK|oncology', 'US|NP4|onco', 'US|NP6|oncolo', 'US|TOK|health']) exceeded max_block_size"
S1-679154692,S3-403311739,source3,US,Pediatric Dental Partners of Trezevant,pediatricdentalpartners.com,"Trezevant, 870 Newsome Road, TN","870-874 Newsome Road, Treevant, Tennessee",pediatric dental partners of trezevant,pediatricdentalpartners,True,True,False,False,False,False,US|NP6|pediat;US|NP4|pedi,Key pruned (Block size > 500),"All shared keys (['US|NP6|pediat', 'US|NP4|pedi']) exceeded max_block_size"
S1-69427521,S2-590596212,source2,India,Digital Ventures Private Limited,डिजिटल वेंचर्स प्राइवेट लिमिटेड,"Mini House Kasai Pada Old City, Dholpur, Rajasthan","MINI HOUSE KASAI PADA OLD CITY, DHOLPUR, Rajasthan",digital ventures,ड ज टल व चरस पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-450086555,S2-859958537,source2,India,Unique Infra Private Limited,Unique Unique Infra Private,"Jaipur, Neelam Hotel, Near Ganpati Plaza, Moti Lal Atal Road, Rajasthan, A-3","A-3, NEELAM HOTEL, NER GANPATI PLAZA, MOTI LAL ATAL ROAD, JAIPUR, Rajasthan",unique infra,unique unique infra,True,True,True,False,False,False,India|NP6|unique;India|TOK|unique;India|TOK|infra;India|NP4|uniq,Key pruned (Block size > 500),"All shared keys (['India|NP6|unique', 'India|TOK|unique', 'India|TOK|infra', 'India|NP4|uniq']) exceeded max_block_size"
S1-860376386,S2-478616453,source2,India,White Industries Private Limited,వైట్ ఇండస్ట్రీస్ ప్రైవేట్ లిమిటెడ్,"3D, Parameswara Apts, 6-3-626, Anand Nagar Khairatabad, Hyderabad, Telangana","#3D, ANAND NAGAR KHAIRATABAD, HYDERABAD, Telangana",white industries,వ ట ఇ డసటర స పర వ ట ల మ ట డ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-788091987,S3-90166022,source3,US,Coastal Society LLC,Coastal Society LLC Trust,"33188 Coastal Highway, Unit 5, Bethany Beach, DE","Coastal Highway, Unit 5, Bethany Beach CDP, Delaware",coastal society,coastal society llc trust,True,True,True,False,False,False,US|TOK|coastal;US|NP4|coas;US|TOK|society;US|NP6|coasta,Key pruned (Block size > 500),"All shared keys (['US|TOK|coastal', 'US|NP4|coas', 'US|TOK|society', 'US|NP6|coasta']) exceeded max_block_size"
S1-825671680,S3-657071449,source3,India,Hari Indian Enterprises Private Limited,हरि इंडियन एंटरप्राइजेज प्राइवेट लिमिटेड,"206, 2Nd Floor, Shreekant Chambers, Sion Trombay Road, Chembur, Mumbai, Mumbai City, Maharashtra","205, 2Nd Floor, Shreekant Chambers, Sion Trombay Road, Chembur, Mumbai, Mumbai City, MH",hari indian enterprises,हर इ ड यन ए टरपर इज ज पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-565665689,S2-565945117,source2,India,Classic Global Private Limited,क्लासिक ग्लोबल प्राइवेट लिमिटेड,"Sector 19, Pocket-2, Delhi, New Delhi, Flat No..344 Greenview Apartments, South West Delhi","DOOR NO 138 FLAT NO..344 GREENVIEW APARTMENTS, NEW DELHI, SOUTH WEST DELHI, Delhi",classic global,कल स क गल बल पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-415506837,S2-388083391,source2,US,Continental Committee Center,Continental  Committee Cetr,"2223 Cannon Gate Drive, Opelika, AL","2223- CANNON GATE DR, PO BOX 5492, OPELIKA, AL",continental committee center,continental committee cetr,True,True,True,False,False,False,US|NP4|cont;US|NP6|contin;US|TOK|committee;US|TOK|continental,Key pruned (Block size > 500),"All shared keys (['US|NP4|cont', 'US|NP6|contin', 'US|TOK|committee', 'US|TOK|continental']) exceeded max_block_size"
S1-103306577,S2-972889340,source2,US,Board of Buildings,Board of,"IL, Kincaid, 1308 Springfield Road","308 SPRINGFIELD ROAD, KINCAID, IL",board of buildings,board of,True,True,True,False,False,False,US|NP6|boardo;US|TOK|board;US|NP4|boar,Key pruned (Block size > 500),"All shared keys (['US|NP6|boardo', 'US|TOK|board', 'US|NP4|boar']) exceeded max_block_size"
S1-681160793,S2-891856879,source2,India,Divine Educational Society,Mr Novizeph,"Plot No 01, Sect-06 Rajani, Khand, Sharda Nagar, Lucknow, Uttar Pradesh","#31, SECT-06 RAJANI, KHAND, SHARDA NAGAR, LUCKNOW, उत्तर प्रदेश",divine educational society,mr novizeph,False,False,False,False,False,True,India|UNIT|sect6,Truncated by max_candidates_per_query,"Shared key survived (['India|UNIT|sect6']), but candidate rank exceeded top-200"
S1-891697553,S3-910169908,source3,India,Raj Hospitality Private Limited,రాజ్ హాస్పిటాలిటీ ప్రైవేట్ లిమిటెడ్,"1100/Asg/B1003, Aparnagrande, Nallagandla Serilingampally, Hyderabadcentralunive, Rsity, Hyderabad, Rangareddy, Telangana","1100/Asg/B1003, Hyderabad, Rangareddy, Andhra Pradesh",raj hospitality,ర జ హ సప ట ల ట పర వ ట ల మ ట డ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-657676451,S2-368470049,source2,US,"Cornerstone Galata, LLC","CORNERSTONE  GBATALTA, LLC","1635 Henry Avenue, Canton, OH","HENRY AVE, CANTON, OH",cornerstone galata,cornerstone gbatalta,True,True,True,False,False,False,US|NP6|corner;US|NP4|corn;US|TOK|cornerstone,Key pruned (Block size > 500),"All shared keys (['US|NP6|corner', 'US|NP4|corn', 'US|TOK|cornerstone']) exceeded max_block_size"
S1-361130212,S3-778346067,source3,US,Regional Express,... Regional Express Express,"Brownsville, 555 Azteca Drive, TX","555-557 Azteca Dr, NULL, Brownsville, Texas",regional express,regional express express,True,True,True,False,False,False,US|NP6|region;US|NP4|regi;US|TOK|express;US|TOK|regional,Key pruned (Block size > 500),"All shared keys (['US|NP6|region', 'US|NP4|regi', 'US|TOK|express', 'US|TOK|regional']) exceeded max_block_size"
S1-145619099,S2-723327964,source2,India,Jai Properties Private Limited,Jai Psdoeprtiis Private Limited,"C/O Mohd Safi Mohd Suleman, At Po Barshi Takli Taluka Barshitakli, Akola, Maharashtra","780 C/O MOHD SAFI MOHD SULEMAN, AT PO BARSHI TAKLI TALUKA BARSHITAKLI, AKOLA, Maharashtra",jai properties,jai psdoeprtiis,True,False,False,False,False,False,India|NP4|jaip,Key pruned (Block size > 500),All shared keys (['India|NP4|jaip']) exceeded max_block_size
S1-558784443,S3-47688033,source3,India,Eastern Marketing Private Limited,ईस्टर्न मार्केटिंग प्राइवेट लिमिटेड,"2033/1, Susuwahi, Near Hyderabad Gate, Dafi, Varanasi, Uttar Pradesh","उत्तर प्रदेश, Varanasi, Susuwahi, Near Hyderabad Gate, Dafi, 033/1, Varanasi",eastern marketing,ईसटरन म रक ट ग पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-521254993,S3-543206384,source3,India,Life Healthcare Private Limited,Shri Life Healthcare Private Private,"C/O Ketan Rajendra Mande, Dahiwad, Amalner, Amalner, Jalgaon, Maharashtra","C/o Ketan Rajendra Mande, Jalgaon, महाराष्ट्र",life healthcare,shri life healthcare,False,False,True,False,False,False,India|TOK|life;India|TOK|healthcare,Key pruned (Block size > 500),"All shared keys (['India|TOK|life', 'India|TOK|healthcare']) exceeded max_block_size"
S1-766890897,S2-57753303,source2,India,Universal Constructions LLP,ಯುನಿವರ್ಸಲ್ ಕನ್‌ಸ್ಟ್ರಕ್ಷನ್ಸ್ ಎಲ್ಎಲ್‌ಪಿ,"No. 1297, 3Rd Floor, 30Th Main, B.S.K 2Nd Stage, Bangalore, Karnataka","NO 1297, BANGALORE, Karnataka",universal constructions,ಯ ನ ವರಸಲ ಕನ ಸಟರಕಷನಸ ಎಲಎಲ ಪ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-451731570,S3-882069510,source3,India,International Finance Private Limited,ఇంటర్నేషనల్ ఫైనాన్స్ ప్రైవేట్ లిమిటెడ్,"# 1-3-53, Hyderabad, General Bazar, Telangana, Sunderabad","Hyderabad, తెలంగాణ, Sunderabad, H.no #1-3-53",international finance,ఇ టరన షనల ఫ న నస పర వ ట ల మ ట డ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-197930566,S2-524184937,source2,US,Downtown Hypnosis,downtown downtown hypnosis,"11809 Yuma Road, Scott County, VA","YUMA ROAD, GATE CITY, VA",downtown hypnosis,downtown downtown hypnosis,True,True,True,False,False,False,US|NP6|downto;US|NP4|down;US|TOK|hypnosis;US|TOK|downtown,Key pruned (Block size > 500),"All shared keys (['US|NP6|downto', 'US|NP4|down', 'US|TOK|hypnosis', 'US|TOK|downtown']) exceeded max_block_size"
S1-651063147,S2-124583371,source2,US,Heartland Dental Associates Care,Lyracira,"1307 Wentbridge Road, Richmond City, VA","1307- WENTBRIDGE RD, RICHMOND CITY, VA",heartland dental associates care,lyracira,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'city', 'richmond', 'va', 'wentbridge'}, but names share 0 tokens"
S1-947889589,S3-371299671,source3,US,Walker Star Advertising LLC,LLC Walker Stamar Advertising,"148 Ashcombe SE, Cedar Rapids, IA","50 Ashcombe Southeast, Iowa, Cedar Rapids",walker star advertising,walker stamar advertising,True,True,True,False,False,False,US|TOK|walker;US|TOK|advertising;US|NP4|walk;US|NP6|walker,Key pruned (Block size > 500),"All shared keys (['US|TOK|walker', 'US|TOK|advertising', 'US|NP4|walk', 'US|NP6|walker']) exceeded max_block_size"
